#ID,2dD,2dQ,2dW,4dD,4dQ,4dW,geneLength
GB51556,372,440,390,464,476,540,6268
GB51558,78,34,48,64,22,22,6745
GB51559,38,26,38,24,16,20,1756
GB51560,2158,2126,1738,1778,510,772,3749
GB51561,2428,3562,3120,2700,2786,3130,2233
GB51562,2,2,2,2,4,4,843
GB51563,0,0,0,0,0,0,141
GB51565,302,280,274,404,366,462,2927
GB51567,26,14,26,26,24,28,1548
GB51568,0,2,0,2,0,0,252
GB51569,0,0,0,0,0,0,147
GB51570,936,1166,1120,1240,1280,1268,6149
GB51573,64,36,38,70,118,92,819
GB51574,0,0,0,0,0,0,243
GB51576,6,2,2,6,4,4,445
GB51578,2264,3242,2950,2350,2340,2134,2126
GB51579,218,286,276,248,284,298,300
GB51580,1598,4762,2376,3584,10282,9794,2299
GB51581,432,514,606,472,524,640,1464
GB51582,2,2,2,2,2,2,1404
GB51583,836,1480,504,170,354,74,1977
GB51584,32,30,26,30,16,24,3512
GB51585,2724,3220,2748,2966,3388,3024,2551
GB51587,820,974,952,962,1042,962,3168
GB51589,1140,1494,1376,1116,976,780,5869
GB51590,22,22,18,20,20,16,477
GB51591,1542,1892,1308,1766,1462,1202,3119
GB51592,526,748,716,634,668,634,1594
GB51593,1526,1044,1320,1464,1066,1206,9057
GB51594,0,0,0,0,0,0,555
GB51595,0,0,0,0,0,0,414
GB51596,518,864,710,664,572,636,6166
GB51597,280,360,386,310,326,394,1191
GB51598,1638,2118,1910,2590,3716,4380,875
GB51599,754,726,730,762,702,688,2649
GB51600,30,82,68,50,42,50,626
GB51601,14,22,22,16,8,14,1077
GB51602,16,34,26,22,20,22,1635
GB51603,744,820,808,1018,1144,1032,3006
GB51604,8,10,8,2,4,4,1763
GB51605,358,666,536,418,372,434,789
GB51607,360,404,470,494,480,526,1699
GB51608,220,384,336,258,162,144,2523
GB51609,0,0,0,0,0,0,105
GB51611,2462,2358,1716,3432,2118,3314,14201
GB51613,468,342,250,586,294,284,3644
GB51614,248,390,344,390,408,404,1904
GB51615,104,44,68,64,34,56,5584
GB51616,0,0,2,2,0,2,174
GB51617,778,790,820,924,1010,926,1049
GB51618,1244,950,926,1152,1178,904,9771
GB51620,150,176,158,144,146,108,1686
GB51621,9718,8446,8436,7434,4944,5412,15989
GB51623,568,790,624,596,664,642,765
GB51624,622,646,722,680,736,718,705
GB51625,96,196,176,132,132,112,665
GB51626,162,214,194,164,172,168,1341
GB51627,218,314,290,344,402,446,2093
GB51628,206,260,276,236,238,218,2015
GB51629,1008,1174,1146,888,794,664,2680
GB51630,240,158,230,128,92,126,5733
GB51631,58,64,84,32,28,126,1048
GB51632,212,322,310,224,216,200,2220
GB51633,372,382,390,350,362,288,3304
GB51634,316,428,400,404,396,396,1988
GB51635,2,2,2,2,2,2,892
GB51636,516,698,630,714,898,964,659
GB51637,100,150,160,148,140,152,1675
GB51638,20,42,42,28,24,18,1277
GB51639,0,0,0,0,0,0,93
GB51640,0,0,0,0,0,0,1059
GB51641,520,558,462,702,714,948,2770
GB51643,722,992,908,774,908,882,911
GB51644,364,610,498,398,404,334,2570
GB51645,1616,1244,1522,1238,1044,1166,9533
GB51647,2156,2236,2044,4824,4336,5356,2650
GB51648,2,4,4,2,2,4,1198
GB51649,1116,1160,1380,926,754,798,4342
GB51650,2032,2408,1718,1274,1674,756,3574
GB51651,824,680,770,566,554,1340,2345
GB51652,36312,14498,19288,17022,21492,21212,6820
GB51654,250,270,288,314,302,306,3147
GB51655,346,396,408,362,432,442,5027
GB51656,144,164,176,156,166,192,717
GB51657,360,296,318,236,302,200,2232
GB51658,412,502,482,436,540,470,1336
GB51659,2776,3044,2854,4076,4652,5730,1588
GB51660,550,552,540,458,406,342,5308
GB51661,514,544,544,496,586,548,1372
GB51662,436,458,426,370,474,366,1808
GB51663,622,758,740,548,508,426,3829
GB51665,860,1036,816,1148,1434,1390,1978
GB51666,1118,1026,1272,1812,1484,2096,1943
GB51667,1648,1922,1514,2648,3412,3472,11087
GB51670,28,20,16,34,16,22,2020
GB51671,472,404,570,628,1162,1448,4327
GB51673,46,56,64,26,18,34,13743
GB51674,270,240,258,280,322,292,888
GB51675,438,582,472,486,586,442,2756
GB51676,0,2,2,2,2,2,603
GB51677,52,54,74,48,70,34,5739
GB51679,102,148,118,124,290,156,3751
GB51682,3452,2878,2738,2914,3790,2504,1290
GB51684,60,70,78,66,72,76,2775
GB51685,82,120,136,60,66,68,1708
GB51686,376,354,412,288,348,318,6354
GB51690,44,48,56,54,54,38,1217
GB51691,318,482,382,366,446,402,1204
GB51692,398,384,366,366,408,258,5539
GB51693,336,392,394,346,334,322,4163
GB51694,2388,2450,1938,2332,918,882,3816
GB51695,0,0,0,2,2,2,471
GB51696,2500,384,1148,103838,149178,255448,2498
GB51697,29940,18192,15290,678060,323140,0,2227
GB51698,1148,3626,862,43564,29644,140550,1932
GB51699,2098,2826,2018,1700,1858,1208,2101
GB51700,302,430,338,360,418,366,1118
GB51701,70,78,78,96,108,104,1283
GB51702,666,676,592,560,596,484,3263
GB51703,2,2,2,2,2,2,798
GB51704,2818,3284,2818,4486,4290,5214,2777
GB51706,1156,1348,1438,1314,1230,1528,7369
GB51710,20996,21474,21862,21574,24528,21914,2745
GB51712,944,918,1064,1094,1264,1404,1035
GB51713,332,378,324,352,314,270,6648
GB51714,58,110,106,86,84,114,1055
GB51715,800,796,868,674,574,492,4967
GB51716,11490,13316,12920,13204,16374,15912,2011
GB51717,316,400,380,380,346,342,3261
GB51718,42,62,62,44,46,56,995
GB51719,700,1280,1004,740,612,536,2306
GB51720,42,60,56,62,72,78,1100
GB51721,216,324,300,250,228,198,2763
GB51722,266,298,278,304,352,224,2714
GB51723,764,1222,1072,874,808,746,2244
GB51724,6,20,16,24,80,60,1689
GB51725,276,332,358,336,336,400,2161
GB51726,388,412,392,476,494,440,4097
GB51727,3054,4126,3434,2848,3218,2474,1610
GB51728,666,1086,1022,784,738,756,2975
GB51729,6396,4664,6686,5534,5578,4778,3343
GB51730,82,86,76,66,64,118,2633
GB51733,228,300,350,382,236,760,1428
GB51734,4274,4056,3534,3646,2978,2872,10278
GB51735,264,310,286,292,326,310,752
GB51736,1526,1804,2000,3666,34,428,1164
GB51737,2434,2060,1808,2536,2706,2386,7020
GB51739,62,80,76,72,62,64,1174
GB51740,80,72,84,92,84,100,1301
GB51741,16,20,18,48,566,464,834
GB51742,560,494,480,542,544,444,3675
GB51744,1010,424,698,1996,464,1440,4329
GB51745,932,1188,1002,1010,1034,1050,6721
GB51747,0,0,0,0,0,0,120
GB51748,2458,1478,1734,1462,1940,1004,5760
GB51749,2266,1458,1830,1764,1794,2548,4100
GB51751,3754,2576,3284,3674,1948,2254,3433
GB51752,28,22,30,38,96,86,1663
GB51754,0,0,0,0,0,0,159
GB51755,578,670,650,532,504,444,2706
GB51757,1114,970,916,924,948,712,4435
GB51760,9184,4446,9028,13088,11696,22844,2257
GB51761,40,38,58,44,46,42,1298
GB51762,358,432,388,372,406,330,2086
GB51763,562,676,680,680,608,594,5717
GB51764,628,436,544,582,424,388,8943
GB51766,1914,1498,1674,1952,1176,1552,5514
GB51769,6,4,4,4,4,2,1164
GB51770,0,0,0,0,0,0,306
GB51772,50,36,44,20,32,26,2703
GB51773,2,2,2,2,2,2,1756
GB51774,220,98,142,84,40,60,12258
GB51775,1796,1234,1530,2404,1328,3216,3388
GB51777,0,0,0,0,0,0,195
GB51778,0,0,0,0,0,0,192
GB51779,0,0,0,0,0,0,150
GB51780,0,0,0,0,0,0,579
GB51781,6,2,2,4,2,2,895
GB51782,240,172,176,208,156,170,2345
GB51783,10,2,2,30,102,156,2041
GB51784,0,0,0,2,2,0,120
GB51785,0,0,0,0,0,0,108
GB51786,4,2,2,2,2,2,864
GB51787,5298,3104,3088,4022,5876,4436,1118
GB51788,6,4,4,4,4,2,90
GB51789,0,0,0,0,0,0,135
GB51790,10,4,8,8,8,4,1965
GB51791,2096,1930,2190,2030,2042,2252,8640
GB51793,94,42,56,64,52,20,1482
GB51794,178,192,202,216,208,236,3018
GB51795,260,110,238,440,380,540,2957
GB51799,2,2,2,2,2,16,2014
GB51800,1026,1006,892,1068,2394,1422,2037
GB51801,0,2,0,2,2,2,318
GB51802,262,388,366,278,284,286,2867
GB51803,8,4,4,4,2,2,469
GB51805,6598,7584,5408,4628,4234,4410,7458
GB51808,2152,2198,1570,2170,2440,1940,11407
GB51810,1008,830,584,1088,132,144,4388
GB51813,24,38,20,18,14,8,3182
GB51814,756,568,336,704,740,210,3506
GB51815,72,82,82,16,146,22,4676
GB51816,44,28,34,18,20,8,2735
GB51817,444,484,336,458,180,340,5730
GB51818,254,290,188,700,190,78,4866
GB51819,622,446,508,700,70,122,3610
GB51820,1310,100,504,74,48,38,2547
GB51821,908,1062,828,900,1076,1008,6033
GB51823,10,6,4,18,18,12,3966
GB51824,0,0,0,0,0,0,84
GB51825,0,0,2,2,2,2,201
GB51826,0,0,0,0,0,0,141
GB51827,0,2,0,0,0,0,240
GB51828,1030,462,646,626,544,674,5948
GB51830,14,6,8,12,16,4,895
GB51831,24,18,18,12,14,20,1379
GB51832,0,2,2,2,2,2,129
GB51833,12,10,8,18,274,66,2677
GB51834,4,4,2,6,28,12,2591
GB51835,0,0,0,0,2,2,612
GB51836,82,118,122,122,100,128,3151
GB51837,36,28,30,28,48,30,282
GB51838,30,30,40,34,32,40,2174
GB51839,0,0,0,0,0,0,348
GB51840,4,4,6,8,12,28,1590
GB51841,328,202,224,236,182,146,2801
GB51842,2,2,2,2,2,2,1785
GB51843,784,524,618,366,674,488,4834
GB51846,2,2,2,2,2,2,984
GB51847,1242,1236,1192,1098,1024,890,7080
GB51852,900,796,748,762,752,850,10169
GB51854,858,714,744,914,638,778,8612
GB51855,0,0,0,0,0,0,258
GB51857,0,2,0,0,0,0,156
GB51859,0,0,0,0,0,0,108
GB51861,432,316,332,384,500,318,2986
GB51865,10,14,10,8,4,4,1225
GB51866,236,240,222,280,268,266,2727
GB51867,1830,2134,2124,2002,2010,2106,1554
GB51868,0,0,0,0,0,0,108
GB51869,0,0,0,0,0,0,147
GB51870,0,0,0,0,0,0,280
GB51871,0,0,0,2,0,0,174
GB51872,2,0,2,0,2,2,2454
GB51873,0,0,0,0,0,0,741
GB51874,12,12,14,14,8,16,1983
GB51875,0,0,0,0,0,0,99
GB51876,0,0,0,0,0,0,1230
GB51877,0,0,0,0,0,0,720
GB51878,6,4,8,6,2,2,1143
GB51879,0,2,0,2,0,2,465
GB51880,12,12,12,12,10,14,336
GB51881,164,82,74,196,110,110,1678
GB51883,102,88,110,112,122,118,1971
GB51884,912,1470,1150,916,1076,910,1394
GB51885,318,508,560,394,348,414,5835
GB51886,0,0,0,0,0,0,111
GB51887,2,2,2,6,2,4,3531
GB51888,20,18,16,20,14,14,2365
GB51889,608,850,764,1052,1228,1798,1321
GB51892,0,0,0,0,0,0,240
GB51893,1490,1980,1718,1586,1650,1362,1851
GB51894,510,420,452,452,484,480,4038
GB51895,928,986,936,916,812,736,5962
GB51896,0,0,0,0,0,0,159
GB51897,220,122,158,170,82,108,8267
GB51899,112,176,186,132,122,146,1552
GB51901,394,264,350,706,176,270,4747
GB51902,2,0,2,4,2,2,831
GB51903,468,656,620,614,554,694,1991
GB51904,2860,2190,2214,2310,1984,2114,5376
GB51906,2,2,2,2,2,2,288
GB51908,0,0,0,2,0,0,1474
GB51909,2,2,2,2,2,2,1525
GB51910,440,494,520,470,476,520,3289
GB51912,2870,3018,2784,3940,3778,4012,11988
GB51914,14,8,8,10,16,8,2314
GB51915,0,0,0,0,0,2,276
GB51916,20,30,28,30,24,40,4665
GB51917,16,20,24,16,12,16,3124
GB51918,26,42,44,22,20,20,628
GB51919,54,24,28,40,34,28,1201
GB51921,0,0,0,0,0,0,285
GB51922,0,0,0,0,0,0,618
GB51923,0,2,0,0,0,0,918
GB51924,0,0,0,2,0,0,567
GB51925,0,0,0,0,0,0,321
GB51926,0,0,0,0,0,2,342
GB51927,0,0,0,0,0,0,171
GB51928,0,0,0,0,0,0,81
GB51929,0,0,0,0,0,0,84
GB51930,6,4,8,2,2,4,3366
GB51931,0,0,0,0,0,0,180
GB51932,2,2,0,0,0,0,270
GB51933,0,0,0,0,0,0,372
GB51934,0,0,0,0,0,0,138
GB51935,0,0,0,0,0,0,102
GB51936,56,48,44,78,86,140,2172
GB51937,1920,1708,1942,1838,1510,1912,8734
GB51938,2,2,2,2,2,2,2527
GB51939,0,0,0,0,0,0,372
GB51940,3486,1874,2030,3852,2970,4184,8623
GB51943,214,188,198,264,334,338,2271
GB51944,0,0,0,0,0,0,144
GB51945,22,30,46,24,28,30,8723
GB51946,0,0,0,0,0,2,234
GB51947,616,326,382,364,312,302,5821
GB51950,0,0,0,0,0,0,243
GB51951,0,0,0,0,0,0,171
GB51952,0,0,0,0,0,0,570
GB51953,16,12,14,12,16,8,4170
GB51954,220,236,280,258,260,310,2571
GB51955,488,640,582,550,628,674,1949
GB51956,8618,8902,7672,8974,10116,7630,17102
GB51957,10,18,12,14,12,8,564
GB51958,0,0,0,0,0,0,273
GB51959,0,0,0,0,0,0,915
GB51960,0,0,0,0,0,0,90
GB51962,12226,9714,10468,10240,10928,10776,13507
GB51963,1360,2050,1900,1704,1856,1926,1507
GB51964,566,1032,970,814,714,826,4493
GB51965,128,254,204,148,108,108,1487
GB51967,422,240,270,158,200,118,3362
GB51968,178,236,214,230,200,218,2400
GB51969,0,0,0,2,0,2,567
GB51970,42,30,8,26,34,2,2572
GB51972,354,278,360,490,430,604,2913
GB51973,1376,1372,1182,1082,1258,914,2203
GB51974,0,0,0,2,2,0,162
GB51977,686,738,656,596,652,512,945
GB51978,62,68,74,70,84,86,720
GB51979,212,198,256,164,446,398,2812
GB51983,212,314,326,244,194,222,2167
GB51984,120,174,182,138,150,166,3018
GB51985,100,36,56,88,52,46,7797
GB51986,6,4,4,4,2,2,1655
GB51987,0,0,0,2,0,0,165
GB51988,26,14,24,10,12,12,2951
GB51989,1636,554,1602,324,66,510,414
GB51990,150,148,156,160,174,170,2849
GB51993,136,152,148,166,212,266,330
GB51994,2664,2630,2430,2898,3392,3220,946
GB51995,50,40,68,20,14,16,2090
GB51996,296,386,344,356,356,414,3783
GB51997,86,144,142,98,108,106,1744
GB51998,1414,1388,1328,1180,918,840,11528
GB51999,1494,2090,1750,2046,2364,2110,2906
GB52000,552,208,332,164,94,134,8277
GB52004,342,182,318,600,564,644,2636
GB52005,0,0,0,0,0,0,249
GB52006,484,588,562,472,548,408,2792
GB52008,824,1042,814,916,1012,890,3351
GB52009,410,516,474,444,498,494,1295
GB52010,2510,3930,3574,2622,2168,2012,7263
GB52013,1216,1434,1376,1344,1300,1100,1601
GB52014,4,4,2,4,2,4,5268
GB52015,14,10,12,8,4,4,2028
GB52016,0,0,0,0,0,0,357
GB52017,48,44,44,14,76,12,1159
GB52018,1814,1324,1172,1290,888,804,9806
GB52022,0,0,0,0,2,0,294
GB52023,900,902,890,1084,3444,2768,7358
GB52024,0,0,0,0,0,0,168
GB52025,7178,5110,5300,7968,1632,5850,4722
GB52026,108,56,90,94,82,140,3701
GB52027,2,4,2,8,2,2,1032
GB52028,578,442,718,510,286,424,3671
GB52029,1932,2112,1780,1810,2254,1808,1611
GB52030,364,280,328,418,446,516,2264
GB52031,0,0,0,0,0,0,144
GB52033,432,370,328,512,280,198,1943
GB52034,106,52,92,156,128,330,4875
GB52037,1084,928,1056,832,842,662,4708
GB52038,2674,1478,1834,2094,2556,2576,3923
GB52040,10,8,12,22,8,8,3199
GB52041,200,134,160,142,160,162,834
GB52042,220,182,140,120,204,106,7780
GB52043,270,290,316,260,272,254,1666
GB52045,1624,990,982,1320,1548,1202,7864
GB52047,860,766,854,532,506,546,9868
GB52048,20,24,36,8,10,18,1132
GB52049,2,0,0,0,2,0,261
GB52050,0,0,0,2,0,0,204
GB52051,60,46,50,46,38,48,2483
GB52052,3254,2742,2108,1216,5948,598,3277
GB52053,2,4,2,2,4,0,786
GB52054,88056,77200,82546,62816,28794,34742,14017
GB52057,1076,1422,1370,1244,1192,1216,4261
GB52058,2314,2148,2256,1728,1500,1142,1103
GB52059,6780,6926,6318,6200,6012,5086,2685
GB52060,642,580,602,640,454,486,1080
GB52061,216,256,254,228,222,224,1392
GB52062,0,0,0,0,0,0,186
GB52063,40,28,28,50,22,20,3576
GB52067,0,0,0,0,0,0,318
GB52068,0,0,0,0,0,0,162
GB52069,2,4,2,4,4,2,1128
GB52070,178,218,246,220,284,258,1081
GB52072,8980,13908,9234,7778,12046,7992,3124
GB52074,9432,12674,10216,12888,23320,27948,1859
GB52075,438,444,426,436,386,374,2140
GB52077,62,42,58,104,42,162,4022
GB52079,1274,1482,1390,1412,1732,1596,5984
GB52081,554,428,348,308,284,232,5259
GB52085,1442,2160,1750,1730,1676,1604,7275
GB52087,514,772,628,516,346,398,1871
GB52088,1718,1416,1462,1956,1174,1836,14773
GB52089,0,2,2,0,2,2,336
GB52091,342,340,348,284,288,252,3359
GB52092,2894,1602,1764,1884,550,662,4256
GB52096,4,4,6,8,4,4,1091
GB52097,506,388,508,1038,646,700,3581
GB52098,952,916,862,1058,1282,1126,17171
GB52099,0,0,0,0,0,0,99
GB52100,9920,5188,3746,7782,1208,704,9479
GB52101,4,2,2,4,4,4,1464
GB52102,5288,4670,5348,5916,7422,7744,1163
GB52103,68,60,86,148,158,240,1005
GB52104,510,382,332,558,30,68,3105
GB52105,550,838,350,1994,28,58,3257
GB52106,890,446,550,1012,772,824,7052
GB52107,25266,14044,17584,22286,23106,18550,2409
GB52108,3742,2750,3136,2716,1732,2070,15782
GB52110,2,2,2,2,2,2,345
GB52111,3704,2442,2570,2042,536,868,6113
GB52112,0,0,0,0,0,0,243
GB52115,1386,1094,1394,3346,2430,5476,1403
GB52116,6364,6868,6684,7098,8890,8956,682
GB52117,0,0,0,0,0,0,144
GB52118,570,752,676,624,638,580,2179
GB52119,0,2,2,0,0,2,1062
GB52120,796,930,1036,910,950,1020,4497
GB52121,158,218,174,158,218,178,600
GB52122,0,2,2,2,2,2,192
GB52123,2,8,8,6,6,8,423
GB52124,0,0,0,0,0,0,240
GB52125,0,2,0,2,0,0,360
GB52126,2,0,2,2,2,2,480
GB52127,0,0,0,0,0,0,303
GB52128,0,0,0,0,0,0,243
GB52129,0,0,0,0,0,0,90
GB52130,0,0,0,0,0,0,459
GB52131,0,0,0,0,0,0,165
GB52132,2,2,0,0,2,2,312
GB52133,1944,1798,2066,2128,1306,2434,8868
GB52135,0,0,0,0,0,0,78
GB52136,0,0,0,0,0,0,453
GB52137,0,0,0,0,0,0,405
GB52138,0,0,0,0,0,0,267
GB52139,0,2,2,2,0,0,255
GB52140,2,0,2,2,2,2,1419
GB52141,200,188,166,188,292,190,1615
GB52142,26,30,32,28,26,24,848
GB52143,0,2,0,0,2,0,424
GB52144,490,252,346,324,370,272,6333
GB52148,0,0,0,0,0,0,174
GB52149,0,0,0,0,0,0,126
GB52150,0,0,0,0,0,0,346
GB52151,572,592,562,566,636,554,1008
GB52152,114,170,110,138,348,156,837
GB52153,1502,1860,1820,1678,1844,2018,5092
GB52154,860,702,780,738,754,676,2703
GB52155,2578,1592,2446,3292,2820,4732,6008
GB52158,116,138,106,254,2400,1414,2908
GB52159,4,4,8,4,8,8,1910
GB52160,162,200,208,246,296,334,2103
GB52161,24,64,52,24,890,480,1805
GB52162,10,6,6,12,14,8,3189
GB52163,170,238,216,152,192,244,3295
GB52164,508,514,556,484,490,494,2092
GB52165,656,730,616,768,780,694,5103
GB52166,2854,4308,2438,2260,3600,1570,6026
GB52167,8,10,10,8,8,6,1026
GB52169,292,228,216,142,206,130,9187
GB52173,98,98,112,92,76,70,3757
GB52175,0,0,0,0,0,0,132
GB52176,0,0,0,0,0,0,477
GB52177,0,0,0,0,0,0,285
GB52179,4,10,10,8,6,4,2066
GB52180,0,0,0,0,0,0,279
GB52181,0,0,0,0,0,2,243
GB52182,0,0,0,0,0,0,96
GB52183,4,2,2,2,2,2,2712
GB52184,20,4,8,6,2,22,2884
GB52185,994,734,582,1038,1696,1272,1633
GB52186,24794,37414,18710,18030,15032,9928,1454
GB52187,964,716,822,896,822,710,7344
GB52190,962,1306,1174,1148,1182,1138,4597
GB52192,312,348,256,280,316,224,4679
GB52193,2,2,2,2,2,2,1968
GB52194,422,270,282,338,368,310,5224
GB52196,2,2,2,2,2,2,2442
GB52197,464,546,552,554,716,580,1678
GB52198,638,518,690,338,396,276,4755
GB52199,2,2,0,2,2,2,423
GB52201,5774,9910,7212,2636,26350,16280,1899
GB52203,562,968,704,196,3622,2992,733
GB52204,258,258,216,316,460,370,2176
GB52205,218,254,272,202,310,324,7406
GB52206,0,2,0,2,2,0,219
GB52208,684,784,836,786,702,798,1986
GB52210,420,508,468,506,510,464,3877
GB52211,10128,9422,9442,8420,7422,6074,7592
GB52212,20528,19710,19268,26564,30814,35078,2758
GB52213,444,170,282,262,302,234,14110
GB52217,0,0,0,0,0,0,183
GB52218,0,0,0,2,0,0,1179
GB52219,2,2,2,2,2,2,456
GB52220,316,458,430,364,310,408,1301
GB52221,0,0,0,0,0,0,990
GB52222,0,0,0,0,0,0,324
GB52223,6,6,2,2,0,2,312
GB52224,378,156,194,246,238,208,4303
GB52225,0,0,0,0,0,0,459
GB52226,0,0,0,0,0,0,603
GB52228,0,2,0,2,0,2,228
GB52229,414,468,418,392,426,372,719
GB52230,94,74,88,98,106,114,1029
GB52231,0,0,0,2,2,2,642
GB52232,0,0,0,0,0,0,1509
GB52234,2,0,2,2,0,2,1160
GB52235,52,70,70,64,76,84,684
GB52236,414,326,362,512,432,620,3967
GB52237,2,0,2,2,0,2,225
GB52240,0,0,0,0,0,0,432
GB52241,0,0,0,0,0,0,87
GB52242,0,0,0,0,0,0,93
GB52243,0,0,0,0,0,2,153
GB52244,228,332,380,312,262,350,2693
GB52246,1572,1652,1468,1480,1744,1482,2998
GB52247,498,498,474,444,492,418,3884
GB52248,1164,740,780,872,772,754,2431
GB52249,736,790,860,766,692,774,5469
GB52250,136,174,170,146,156,150,629
GB52251,2030,3238,2126,2918,6130,2500,1798
GB52252,3048,2682,2400,2450,2588,2256,16023
GB52253,13922,11416,11142,10838,10560,8952,10595
GB52255,2290,2776,2590,3060,3756,3424,2680
GB52256,17304,19368,17732,17674,21206,19662,1443
GB52257,18,18,20,24,36,28,736
GB52258,258,280,278,334,362,466,520
GB52259,464,686,688,546,530,612,1940
GB52260,1886,2938,1744,1984,3134,1646,2635
GB52261,2532,3994,3082,2684,2708,2736,3183
GB52262,992,1302,1106,1158,1568,1398,1996
GB52263,0,0,0,0,0,0,279
GB52264,0,0,0,0,0,0,246
GB52265,2,0,0,2,0,2,177
GB52266,2554,1644,1854,2732,2466,3568,9867
GB52267,2,2,2,4,2,2,1250
GB52268,0,0,0,2,2,2,342
GB52269,1104,182,636,52,2,4,2457
GB52270,0,0,0,0,0,0,330
GB52271,0,0,0,0,0,0,852
GB52272,12,8,8,8,8,8,705
GB52273,0,0,0,0,0,0,120
GB52274,0,0,0,0,0,0,81
GB52275,276,252,238,398,758,816,1497
GB52276,0,0,0,0,0,0,201
GB52277,0,0,0,0,0,0,438
GB52278,108,60,84,94,180,218,2882
GB52279,152,98,182,80,70,116,7159
GB52282,562,684,552,534,598,472,2033
GB52283,42,54,58,50,60,66,538
GB52284,54,68,60,58,66,58,2529
GB52285,2244,2222,2194,2264,1800,1956,3908
GB52288,1744,1798,1678,1328,2216,1654,6612
GB52290,106,110,104,106,94,104,2308
GB52291,54,40,44,40,78,56,3786
GB52293,318,344,346,362,352,344,1329
GB52295,2,0,2,2,2,2,360
GB52296,0,0,0,0,0,0,309
GB52297,0,0,0,0,0,0,213
GB52298,0,0,0,0,0,0,207
GB52299,0,0,0,0,0,0,174
GB52301,494,284,480,286,214,346,14554
GB52302,0,0,0,0,0,0,267
GB52305,0,0,0,0,0,0,297
GB52306,2998,3018,2834,3216,2170,2428,10522
GB52309,0,0,0,0,0,0,153
GB52310,0,0,2,0,0,0,135
GB52311,2,2,0,2,2,2,243
GB52312,0,0,0,0,0,0,207
GB52313,0,2,0,0,0,0,267
GB52314,310,452,474,382,370,436,2386
GB52315,7962,8058,8982,12470,14220,20346,8155
GB52317,0,0,2,2,0,2,262
GB52318,34,18,38,44,42,60,423
GB52319,0,0,0,0,0,0,147
GB52320,0,0,2,0,0,0,924
GB52321,322,130,174,204,152,112,2950
GB52322,202,318,268,282,304,294,4012
GB52323,850,758,838,760,704,716,4959
GB52324,22846,15854,20198,13280,21256,27622,613
GB52325,170,176,248,64,92,96,7071
GB52328,542,288,384,264,288,194,6921
GB52329,0,0,0,0,2,0,501
GB52330,320,144,200,104,62,66,4017
GB52334,0,0,2,0,0,2,288
GB52335,0,0,0,0,0,0,258
GB52336,0,0,0,0,0,2,120
GB52337,0,0,0,0,0,0,987
GB52338,0,0,0,2,2,0,135
GB52339,752,706,774,752,548,734,4594
GB52340,1108,1006,856,1020,1084,748,5520
GB52342,3254,2374,1720,1838,722,528,3995
GB52344,4,2,2,14,2,6,1434
GB52345,1948,2578,2044,2022,2606,2694,1793
GB52346,3804,4172,4080,4098,3332,4286,8543
GB52347,1192,1168,1316,1726,1678,2104,1594
GB52348,416,190,246,756,322,832,2499
GB52349,570,578,604,526,546,576,3024
GB52350,112,144,120,144,168,150,1796
GB52351,630,854,752,652,830,512,2487
GB52352,420,508,564,430,364,320,3303
GB52353,48,64,64,66,64,70,2048
GB52354,46,20,30,28,18,30,2523
GB52355,0,0,0,0,0,0,222
GB52357,0,0,0,2,0,0,141
GB52359,7552,6714,8632,4414,4088,5930,12968
GB52361,16,14,14,8,2,2,1584
GB52362,2,2,2,2,2,2,1347
GB52363,4,2,0,2,2,2,1540
GB52364,6,2,2,8,2,4,1455
GB52365,2,2,2,2,2,2,2251
GB52366,2,0,2,2,2,2,1494
GB52367,2,0,2,2,2,2,963
GB52368,2,0,0,0,0,0,963
GB52369,2,0,0,2,2,0,1029
GB52370,2,2,0,4,2,2,1345
GB52371,2,0,0,2,2,2,1352
GB52372,0,0,0,0,0,0,510
GB52373,2,2,0,2,2,2,1347
GB52374,4,2,0,6,2,2,1266
GB52375,4,2,2,2,2,2,1206
GB52376,0,0,0,2,0,0,1221
GB52377,0,0,0,0,0,0,1936
GB52378,0,0,2,0,0,2,1230
GB52379,0,0,0,2,0,0,1224
GB52380,0,0,0,0,0,0,834
GB52381,0,0,0,2,0,0,1395
GB52382,0,0,0,0,0,0,1305
GB52383,0,0,0,0,0,0,1239
GB52384,0,0,0,2,0,0,1325
GB52385,0,2,2,0,2,2,1285
GB52386,2,0,0,2,0,0,1218
GB52387,0,2,0,0,0,0,1038
GB52388,0,2,0,0,2,0,1212
GB52389,4,2,0,2,4,2,1212
GB52390,2,0,2,4,6,2,1221
GB52391,0,2,0,2,8,2,1224
GB52392,0,2,0,2,4,2,1224
GB52393,0,2,2,2,4,2,1828
GB52394,2,0,2,2,2,2,996
GB52395,2,0,2,2,2,0,1218
GB52396,2,0,0,2,2,0,1221
GB52397,2,0,0,2,2,0,1228
GB52398,2,2,0,0,0,0,1221
GB52399,2,2,0,2,2,2,1221
GB52400,0,0,0,0,0,0,1194
GB52401,0,0,0,0,2,0,801
GB52402,2,2,2,2,2,0,1224
GB52403,2,0,0,2,16,4,1221
GB52404,6,2,4,14,8,12,1255
GB52405,2,0,0,2,2,2,1221
GB52406,0,0,2,2,2,2,1221
GB52407,2,2,2,0,16,2,1221
GB52408,2,2,2,2,30,4,2361
GB52409,0,0,0,0,2,0,345
GB52410,2,0,0,2,8,2,2319
GB52411,0,0,0,2,2,0,747
GB52412,2,0,0,2,4,2,981
