#ID,2dD,2dQ,2dW,4dD,4dQ,4dW,geneLength
Bee_newGene_848,234,226,212,260,248,278,8668
Bee_newGene_849,2,4,6,2,4,4,784
Bee_newGene_850,8,4,4,4,2,2,1019
Bee_newGene_852,174,186,224,126,130,176,3996
Bee_newGene_853,12,10,8,10,12,6,1067
Bee_newGene_855,14,16,14,10,10,16,987
Bee_newGene_858,18,16,20,16,8,12,4320
Bee_newGene_859,22,18,34,16,20,16,5489
Bee_newGene_860,4,4,2,6,2,4,607
Bee_newGene_861,58,38,38,46,46,36,980
Bee_newGene_862,4,2,2,6,2,2,744
Bee_newGene_863,926,950,926,1320,1862,2234,644
Bee_newGene_864,136,78,96,40,38,44,1721
Bee_newGene_865,8,8,16,8,96,240,5327
Bee_newGene_866,48,38,20,36,106,30,1210
Bee_newGene_867,10,4,6,20,14,8,845
Bee_newGene_870,22,10,14,18,20,14,1934
Bee_newGene_872,14,16,4,6,2,2,1889
Bee_newGene_874,40,32,28,64,80,86,735
Bee_newGene_875,122,104,84,154,228,228,5540
Bee_newGene_879,8,4,4,4,2,2,647
Bee_newGene_9,22,12,10,10,14,20,1450
Bee_newGene_94,624,244,382,464,320,402,3020
Bee_newGene_95,32,14,22,18,6,8,2008
Bee_newGene_98,66,32,42,50,28,50,635
Bee_newGene_99,210,274,386,144,94,218,8904
GB40001,2,2,0,2,0,2,285
GB40002,0,0,0,0,0,0,171
GB40003,0,0,0,2,0,0,198
GB40004,0,0,0,0,0,0,141
GB40005,5196,2324,3044,2944,3788,3882,18476
GB40008,17582,8784,13098,11286,13192,19422,10425
GB40010,31406,18276,26582,23636,28070,40054,25652
GB40011,2,2,2,2,0,0,456
GB40012,490,324,632,604,396,268,4877
GB40013,6,2,4,4,2,4,557
GB40014,2576,3096,2762,2340,1854,1390,4445
GB40015,150,168,154,164,152,164,2422
GB40016,68,56,64,56,86,42,3827
GB40017,1058,1084,994,1130,1132,998,5023
GB40018,180,318,316,238,272,298,828
GB40019,778,924,804,810,1118,710,3018
GB40021,1360,1892,1670,5588,9262,25684,4504
GB40022,82,60,56,62,104,50,1150
GB40023,0,0,0,0,0,0,252
GB40024,0,0,0,0,0,0,255
GB40025,96,68,82,42,42,48,6776
GB40028,266,304,310,276,282,182,3106
GB40029,162,190,182,166,204,198,1740
GB40030,218,282,272,242,296,242,2407
GB40031,1724,1484,1580,1866,1530,1650,610
GB40032,312,598,550,410,356,460,1109
GB40033,466,498,478,476,504,502,5194
GB40034,0,0,0,0,0,0,123
GB40035,0,0,0,2,2,2,354
GB40036,0,0,0,0,0,0,549
GB40037,2,0,2,2,2,2,371
GB40038,8,4,4,6,4,2,600
GB40039,2,2,2,2,2,2,330
GB40040,0,0,0,0,0,0,462
GB40041,0,0,0,0,0,0,1146
GB40042,0,0,0,0,0,0,696
GB40043,0,0,0,0,0,0,564
GB40044,0,0,0,0,0,0,894
GB40045,0,0,0,0,0,0,1188
GB40046,0,0,0,2,0,0,294
GB40047,318,166,198,288,184,190,1616
GB40048,0,0,0,0,0,0,630
GB40049,0,0,0,0,0,0,324
GB40050,0,0,0,0,0,0,162
GB40051,0,0,0,0,0,0,672
GB40052,0,0,0,0,0,0,96
GB40053,908,1122,1358,1200,1138,2016,6565
GB40056,670,530,686,718,726,738,6608
GB40057,10568,8576,10056,9192,8052,9782,7807
GB40058,38,50,62,54,36,66,111
GB40059,2,0,0,0,0,0,240
GB40060,0,0,0,0,0,0,111
GB40061,1310,1154,1300,1002,1354,1624,9614
GB40063,380,416,414,338,384,394,9863
GB40064,18,12,20,20,14,14,2505
GB40065,0,0,0,2,0,0,288
GB40066,0,2,0,0,0,0,405
GB40067,484,370,438,436,434,504,10996
GB40070,244,274,264,268,304,268,1134
GB40071,3092,3024,2774,2880,3768,2924,5066
GB40074,456,584,316,292,646,510,10081
GB40075,17542,19092,15034,16802,21582,17164,13386
GB40077,6494,10852,4398,8924,69936,6406,2823
GB40078,0,0,0,2,2,2,264
GB40079,110,102,154,32,70,40,6005
GB40081,0,0,0,0,0,0,606
GB40082,0,0,0,2,0,2,306
GB40083,508,534,612,720,988,908,2655
GB40084,192,154,200,126,114,100,915
GB40085,2848,1770,1072,5774,22,170,1854
GB40086,58,30,50,48,14,38,6292
GB40087,104,56,86,42,46,60,3169
GB40088,0,0,0,0,0,0,318
GB40090,160,166,202,98,94,132,7739
GB40091,620,590,518,688,826,800,5025
GB40092,54,70,80,20,32,26,2817
GB40093,2,2,2,2,2,2,543
GB40094,106,72,100,52,48,42,630
GB40095,448,282,452,406,444,570,19768
GB40096,0,0,0,0,0,0,135
GB40097,0,0,0,0,0,0,168
GB40098,246,298,314,214,266,194,1346
GB40100,1820,1938,1860,1750,1680,1732,4420
GB40101,2,2,6,4,12,6,808
GB40102,154,208,202,202,168,202,1572
GB40103,0,0,0,0,2,0,1230
GB40104,0,0,0,0,0,0,87
GB40105,0,0,0,0,0,0,96
GB40106,418,294,402,286,276,242,2958
GB40107,110,122,136,116,118,112,1694
GB40108,2590,2440,1988,2440,3984,2188,2376
GB40109,1986,1512,1640,2122,2416,2430,4352
GB40110,278,180,282,174,150,258,11023
GB40111,0,0,0,0,0,0,494
GB40112,548,264,352,338,406,302,10366
GB40113,1762,1660,1732,2148,2392,2482,2440
GB40114,28,20,24,14,154,18,1368
GB40115,0,0,0,0,0,0,204
GB40116,0,0,0,0,0,0,435
GB40117,0,0,0,0,0,0,205
GB40118,78,116,128,46,58,68,5690
GB40119,1674,1508,1332,1564,4716,3106,1336
GB40120,2,2,2,2,4,2,597
GB40121,4,4,4,4,6,4,1772
GB40123,10,4,6,4,2,2,2057
GB40124,444,562,498,450,474,448,3154
GB40125,12,6,8,10,14,20,938
GB40126,710,938,488,458,498,208,9321
GB40127,0,0,0,0,0,0,171
GB40128,4006,2436,2762,1882,1606,1778,17775
GB40131,6,2,2,6,2,4,1567
GB40132,8922,5564,6332,8364,8652,7810,11705
GB40136,1070,364,1040,11138,8874,61772,1067
GB40137,102,66,82,348,526,3010,1010
GB40138,2,2,2,2,2,6,783
GB40139,6,4,4,14,2,2,1557
GB40140,5742,3768,4262,6834,3210,4916,9856
GB40141,98,126,150,142,116,194,1524
GB40142,66,38,52,20,16,20,2288
GB40143,10,10,12,14,78,10,3745
GB40144,10,8,6,10,50,10,1181
GB40145,296,298,224,266,874,274,2073
GB40146,2,4,4,4,2,4,1139
GB40147,0,0,2,2,2,2,1200
GB40148,368,804,142,290,948,306,6544
GB40149,14,28,22,24,30,28,568
GB40150,2266,1732,1862,1708,2448,1350,9676
GB40151,866,684,662,932,1042,892,2167
GB40153,0,0,2,0,0,2,249
GB40154,0,0,2,2,2,2,354
GB40155,84,62,76,42,46,52,11606
GB40156,2,2,0,2,2,0,393
GB40157,3654,2246,2454,4416,5790,9116,2613
GB40158,180,132,104,110,90,80,2510
GB40159,572,746,730,680,614,846,5527
GB40160,8,8,10,8,4,6,249
GB40161,7142,5630,6102,6196,9146,6956,13260
GB40163,518,592,376,756,1088,552,2621
GB40165,12010,13566,12652,15126,586,6844,3506
GB40166,4266,2900,3416,4524,5276,5714,6249
GB40170,0,0,0,2,0,0,654
GB40171,0,0,0,0,0,0,978
GB40172,0,0,0,0,0,0,765
GB40173,0,0,0,0,0,0,531
GB40174,0,0,0,0,0,0,237
GB40175,2,2,2,2,2,2,225
GB40176,0,0,0,0,0,0,204
GB40177,0,0,0,0,0,0,126
GB40178,0,0,0,0,0,0,483
GB40179,0,0,0,0,0,0,138
GB40180,2,2,2,2,2,2,852
GB40181,0,0,0,0,0,0,126
GB40182,0,0,0,0,0,0,120
GB40183,2,2,2,0,8,2,1433
GB40184,2,2,0,2,2,0,1218
GB40185,0,0,0,0,2,0,1005
GB40186,0,0,2,2,2,2,1281
GB40187,0,2,0,2,2,0,1224
GB40188,0,0,0,0,0,0,330
GB40189,0,0,0,2,2,0,618
GB40190,0,0,0,2,0,0,1002
GB40191,0,2,0,0,2,2,1382
GB40192,34,24,22,32,14,10,1385
GB40193,2,2,2,2,2,2,1310
GB40194,2,0,0,0,2,0,1092
GB40195,0,0,0,0,2,2,900
GB40196,0,0,0,2,0,0,1155
GB40197,2,0,2,2,2,2,822
GB40198,2,0,2,0,0,2,887
GB40199,0,0,0,2,0,0,387
GB40200,0,0,2,0,2,2,1493
GB40201,0,2,0,2,2,2,1215
GB40202,2,2,2,2,2,2,1542
GB40203,2046,2376,2074,1996,1582,1518,7043
GB40206,278,338,372,270,238,242,5009
GB40207,330,444,402,410,408,376,1488
GB40208,642,690,668,590,650,542,1814
GB40209,4,4,2,4,8,8,813
GB40210,16,14,16,12,32,4,888
GB40211,364,306,376,296,256,364,8820
GB40212,60,52,40,48,122,34,1650
GB40213,0,0,0,0,0,0,111
GB40214,0,0,0,0,0,0,96
GB40216,0,0,0,0,0,0,204
GB40217,678,656,714,506,392,272,3180
GB40218,178,316,154,350,14978,554,2359
GB40219,6,18,8,4,126,16,4219
GB40221,138,136,128,188,192,150,2139
GB40222,566,534,558,594,646,622,1580
GB40223,0,0,0,0,0,0,267
GB40224,0,0,0,0,0,0,126
GB40225,440,242,274,244,328,274,4753
GB40227,10,6,8,24,28,36,2200
GB40228,28,18,22,10,4,8,1221
GB40229,712,370,350,378,310,170,1983
GB40231,798,506,532,488,302,234,2290
GB40232,16996,15554,12252,17214,50384,15848,729
GB40233,14,14,10,16,36,8,1437
GB40234,554,346,344,250,1922,258,6975
GB40237,5824,6750,6194,6634,8228,7644,6032
GB40238,272,362,260,302,382,262,1197
GB40239,178,258,272,248,244,294,1466
GB40240,6122,3900,4506,5350,9140,7338,1434
GB40241,0,0,0,0,0,0,180
GB40242,0,0,0,2,0,2,126
GB40243,74,58,74,56,46,60,4426
GB40244,0,0,0,0,0,0,99
GB40245,0,0,0,0,0,0,639
GB40246,0,0,0,0,0,0,156
GB40247,0,0,0,0,0,0,282
GB40248,0,0,0,0,2,14,1038
GB40249,2,0,0,2,0,0,746
GB40250,1130,586,638,964,790,518,7678
GB40252,96,134,150,134,162,146,419
GB40253,12,6,12,10,24,18,366
GB40254,0,0,0,0,0,0,854
GB40255,0,0,0,0,0,0,216
GB40256,0,0,0,0,0,0,129
GB40257,0,0,0,0,0,0,456
GB40258,84,52,76,48,30,38,2042
GB40259,2160,2014,1590,2398,3532,3282,1895
GB40262,13184,11558,10020,12940,12664,11904,9179
GB40267,810,1392,1154,1064,1278,1222,1372
GB40268,2,0,2,2,2,2,1179
GB40269,1074,1642,1474,1190,1056,1036,3304
GB40270,74,118,118,92,90,82,1332
GB40271,844,694,648,744,1084,638,5956
GB40274,76,70,80,64,40,92,3345
GB40275,0,0,0,0,0,0,420
GB40276,0,0,0,0,0,0,867
GB40277,0,0,0,0,0,0,123
GB40278,3162,1664,2204,3458,4280,4368,1875
GB40279,10,10,14,8,6,6,1855
GB40280,6108,4712,4412,14618,51708,40556,8066
GB40281,948,572,582,770,580,856,10000
GB40283,304,104,252,292,192,190,4586
GB40284,1276,868,1212,4356,2800,11762,2503
GB40285,0,2,0,2,2,2,858
GB40286,0,0,0,0,0,2,1642
GB40287,646,586,590,1374,1042,2448,2273
GB40289,506,414,406,606,528,884,1637
GB40290,0,0,0,0,0,0,1602
GB40291,0,0,0,0,0,0,108
GB40292,0,2,0,0,0,0,327
GB40293,0,2,0,2,0,0,390
GB40294,32,14,18,34,12,12,4421
GB40296,330,394,334,330,328,318,2273
GB40297,1316,1144,1272,1568,1570,1928,4042
GB40298,0,0,0,2,0,0,564
GB40299,120,46,18,96,36,40,1750
GB40300,1084,1166,1200,1442,1212,1658,1744
GB40302,4452,7670,5924,7520,9424,11194,1462
GB40303,2890,2922,2962,2288,1796,1772,8094
GB40304,280,194,238,290,264,298,3359
GB40305,4180,4292,3640,4440,6476,4542,2477
GB40306,2406,1452,1838,1578,1392,2496,2094
GB40307,138,146,134,120,126,110,709
GB40308,930,1070,950,892,932,782,1473
GB40309,494,728,614,660,690,738,1086
GB40310,1126,1122,1126,1208,1296,1170,5988
GB40312,3892,3322,3424,3758,3784,3476,3634
GB40314,0,0,0,0,0,0,399
GB40315,802,486,528,668,472,348,6273
GB40317,0,0,0,0,0,0,159
GB40318,872,880,852,836,732,736,6434
GB40320,3272,3816,3496,2942,2918,2240,2263
GB40321,2,2,2,4,4,2,273
GB40322,0,0,0,0,0,2,147
GB40323,0,0,0,0,0,0,141
GB40324,0,0,0,0,2,0,357
GB40325,2,0,0,2,0,0,276
GB40326,0,0,0,2,2,2,420
GB40327,4,2,2,2,2,2,993
GB40328,0,0,0,0,0,0,105
GB40329,0,0,0,2,2,0,770
GB40330,2,2,2,2,2,6,564
GB40331,6,4,4,2,4,2,840
GB40332,0,0,0,0,0,0,861
GB40333,1322,972,1056,850,674,786,12300
GB40334,2,2,0,2,2,2,216
GB40335,5666,4234,2794,2878,1562,3310,3416
GB40337,30,28,20,30,24,36,1792
GB40338,56,102,102,86,64,108,644
GB40339,96,98,146,104,64,108,4397
GB40340,218,240,320,176,136,132,2636
GB40341,2432,2768,2406,2290,2172,1974,7379
GB40343,3466,2308,2710,2656,2486,2310,7123
GB40344,8,4,4,4,2,2,738
GB40345,0,0,0,0,0,0,264
GB40346,1176,750,958,614,382,358,10966
GB40349,832,1366,1122,1052,1088,1136,1157
GB40350,410,434,396,670,988,866,6253
GB40351,4,6,8,10,4,6,704
GB40352,0,0,0,0,2,0,357
GB40353,0,0,0,0,0,0,120
GB40354,0,0,0,0,0,0,225
GB40355,168,204,200,174,180,194,2444
GB40356,358,508,296,460,354,422,3171
GB40357,354,452,402,450,458,442,3923
GB40358,376,418,356,400,486,366,1271
GB40359,276,350,298,402,436,428,2992
GB40360,1464,2164,1738,1490,1822,1414,1347
GB40361,1224,1378,1372,1106,934,770,5765
GB40362,688,634,782,486,350,274,1362
GB40363,236,252,298,278,288,320,4470
GB40364,342,380,400,368,452,468,2364
GB40365,1066,1560,1384,1132,1160,996,2501
GB40366,12,2,8,52,2,4,2931
GB40367,120,74,88,68,40,52,2061
GB40369,0,0,0,0,0,2,216
GB40370,0,0,0,0,0,0,120
GB40372,22,18,18,20,30,24,2032
GB40373,10,8,6,10,4,8,273
GB40375,28,20,22,26,58,30,3720
GB40376,0,0,0,0,0,0,132
GB40377,2,4,2,4,4,6,835
GB40378,8,6,6,4,2,2,678
GB40379,0,0,0,0,0,0,126
GB40381,14,18,26,12,18,24,2831
GB40382,152,172,168,174,236,214,2909
GB40383,10,8,12,10,8,10,324
GB40385,260,220,230,204,266,196,1497
GB40386,446,296,348,260,236,206,2224
GB40387,790,866,804,762,870,724,4858
GB40389,26600,21698,23576,25696,34172,40998,3368
GB40390,4,2,4,6,4,2,1612
GB40391,232,388,314,304,308,308,2046
GB40392,280,452,308,560,614,942,2587
GB40393,20,18,20,138,18,16,3501
GB40394,0,0,0,0,0,0,180
GB40395,1022,1160,1100,1482,1914,2368,1116
GB40396,36,54,62,48,58,62,688
GB40397,248,388,320,300,310,280,1413
GB40398,104,132,130,122,112,126,2228
GB40399,202,224,212,248,318,296,1359
GB40400,2598,2302,2380,1962,1322,1404,8123
GB40403,2,6,2,4,2,2,528
GB40406,0,0,0,0,0,2,510
GB40407,10,10,16,2,6,6,1159
GB40408,20,6,6,30,6,4,2623
GB40409,4,4,6,6,4,4,519
GB40410,496,504,524,576,492,382,2394
GB40411,52,50,62,30,38,48,4277
GB40412,38,42,32,64,12,18,2932
GB40413,0,0,0,0,0,0,186
GB40414,380,356,342,310,332,286,2952
GB40415,220,238,240,202,194,168,2248
GB40416,46,44,42,48,94,74,2068
GB40417,150,142,144,174,242,184,1180
GB40418,0,2,0,2,0,0,228
GB40419,448,486,510,410,558,586,11547
GB40422,912,908,984,830,778,852,5760
GB40423,6,12,10,8,10,10,491
GB40424,3260,3556,4226,5268,6806,9496,3188
GB40425,54,70,46,78,100,130,2690
GB40426,108,112,94,84,80,56,2063
GB40427,654,632,558,576,726,506,2900
GB40428,226,252,228,222,248,198,1386
GB40429,1940,1828,1748,1972,2300,2064,996
GB40430,880,490,458,1384,21754,8008,1491
GB40432,5218,5474,5154,5444,6364,6594,3473
GB40435,2814,2672,2516,2710,3370,3020,2992
GB40437,330,358,342,376,386,350,3785
GB40438,2,4,2,0,4,0,723
GB40439,8,4,10,4,6,2,1850
GB40440,48,86,86,64,60,78,7051
GB40441,190,190,206,196,186,224,5098
GB40443,0,2,2,2,2,2,219
GB40444,2976,3642,2990,5392,2456,2836,2975
GB40446,386,500,482,396,366,388,2137
GB40447,28,54,40,16,8,30,900
GB40448,1280,1268,1384,1468,1618,1704,944
GB40449,2,2,0,2,2,2,192
GB40450,3464,1922,2838,3332,2530,2568,1948
GB40452,1634,1644,1330,1578,1738,1268,5753
GB40453,510,418,448,388,424,354,4623
GB40454,568,702,662,630,660,718,4111
GB40456,51512,51750,50686,66588,94482,95220,4003
GB40459,138,188,208,158,182,174,1934
GB40460,7258,10600,9480,10660,16892,16240,1195
GB40462,450,534,596,670,1272,1074,739
GB40463,514,700,598,522,482,388,2583
GB40464,238,312,350,246,302,358,13332
GB40466,2806,4012,2988,2474,2260,1634,3037
GB40467,366,470,428,514,572,658,2571
GB40468,22,22,20,28,40,30,2939
GB40469,2,2,2,2,2,2,648
GB40470,22,18,20,28,44,46,1828
GB40473,294,358,326,310,384,288,2328
GB40475,0,0,0,2,0,2,249
GB40477,0,0,0,0,2,0,174
GB40478,38,22,22,34,26,30,2243
GB40479,2712,3104,2732,2592,2546,2022,7700
GB40481,8,6,10,6,6,4,1733
GB40483,124,120,138,130,166,156,1074
GB40485,4,28,26,2,58,40,3796
GB40489,1726,2266,2138,2156,2504,2304,3213
GB40490,776,922,782,884,1074,950,3268
GB40492,2916,2714,2496,2914,4434,3238,433
GB40493,8,12,8,6,10,6,612
GB40494,34,54,70,24,34,26,843
GB40495,488,570,486,534,502,454,7014
GB40497,0,0,0,0,2,0,147
GB40498,6442,4784,4212,5760,5060,5616,15020
GB40499,518,480,592,622,570,600,4179
GB40501,2,2,2,2,2,4,510
GB40502,1668,2826,1100,1114,590,224,3215
GB40504,562,310,356,504,570,764,5623
GB40506,182,168,212,224,260,574,2567
GB40507,480,656,698,512,504,530,3625
GB40509,326,482,364,386,382,424,702
GB40510,464,474,524,590,786,706,2189
GB40511,10,12,8,30,74,152,2308
GB40512,3318,3118,3016,3404,4138,3092,5115
GB40516,292,228,210,246,334,262,456
GB40517,162,140,220,74,60,76,2724
GB40519,330,308,298,200,128,176,3886
GB40520,8,6,6,4,4,4,954
GB40521,540,346,374,422,344,320,6525
GB40522,1702,1558,1268,1612,956,1288,5312
GB40524,8,10,10,8,12,8,1634
GB40525,4,2,2,2,4,0,555
GB40526,20,6,6,18,8,18,1574
GB40529,12,4,8,8,6,4,2452
GB40531,346,148,226,214,138,222,4328
GB40532,86,40,36,150,8,16,6408
GB40533,416,370,272,434,118,132,2454
GB40535,4,10,10,6,6,6,3811
GB40536,0,0,0,0,2,0,405
GB40537,270,346,334,224,240,182,2081
GB40538,1472,2208,1934,1390,1252,1094,3087
GB40539,5930,5882,5918,6348,8874,7858,598
GB40540,1088,1496,1120,1136,1048,970,3830
GB40541,114,96,126,90,78,78,4464
GB40542,0,0,0,0,0,0,190
GB40543,486,522,540,490,606,588,4193
GB40544,118,138,122,106,104,88,2651
GB40546,202,362,390,316,286,410,1802
GB40547,2,4,2,4,12,6,1044
GB40548,22,20,14,30,50,16,4053
GB40549,1434,1164,1186,1468,1714,1826,6999
GB40555,346,460,444,370,358,406,2522
GB40556,458,574,482,452,432,346,2382
GB40558,1548,1764,1772,1960,2630,2684,1586
GB40559,308,500,494,474,384,622,2492
GB40560,60,94,88,78,96,90,3036
GB40561,34,46,42,40,36,46,1729
GB40562,2004,2798,2100,2284,2846,2342,5783
GB40564,2574,1846,1846,2214,2694,2282,6160
GB40566,502,586,734,392,126,410,1841
GB40567,468,202,206,338,150,142,5871
GB40568,0,0,0,0,0,2,421
GB40569,0,0,0,0,0,0,249
GB40570,0,0,0,0,0,0,714
GB40571,0,0,0,0,0,0,996
GB40572,66,54,60,42,50,36,578
GB40573,12,20,20,18,20,14,5286
GB40574,940,1274,1234,1298,1434,1258,1836
GB40575,21228,21298,21996,23142,26374,27338,1154
GB40577,630,764,692,790,718,904,2908
GB40578,664,736,704,774,798,782,3986
GB40581,96,78,76,76,72,48,1671
GB40582,0,0,0,0,0,0,108
GB40584,0,0,0,0,0,0,81
GB40585,0,0,0,0,0,0,231
GB40586,2,2,2,0,2,2,561
GB40587,0,0,0,0,0,0,150
GB40589,328,356,374,342,362,330,1020
GB40590,150,182,168,190,180,186,1482
GB40591,2,2,4,2,2,2,730
GB40592,1798,2070,1894,2160,1984,1924,4446
GB40593,642,422,444,512,342,280,5918
GB40595,138,166,146,146,202,172,987
GB40596,654,644,608,756,888,908,1460
GB40597,260,238,256,228,350,120,4218
GB40599,112,106,132,94,90,102,1820
GB40601,458,234,228,352,164,142,8069
GB40602,0,2,0,0,0,2,234
GB40604,308,422,184,292,4,8,2962
GB40605,14,10,6,6,2,2,6735
GB40606,2,2,2,6,8,12,952
GB40607,2,2,2,2,6,4,1698
GB40608,2,2,2,2,16,8,1176
GB40609,6096,5562,6882,1766,5550,5618,1389
GB40610,38,34,36,16,76,56,2290
GB40611,156,156,156,110,220,118,2226
GB40612,0,0,0,0,0,0,105
GB40613,0,0,0,0,0,0,153
GB40614,384,228,198,234,4472,152,8458
GB40618,16,6,6,10,18,10,1142
GB40619,14,8,8,10,20,6,1363
GB40620,0,0,0,0,0,0,84
GB40621,0,0,0,0,0,0,198
GB40622,0,0,0,0,0,0,270
GB40623,128,234,98,52,46,32,6818
GB40625,1148,1116,1724,314,316,550,12079
GB40627,174,134,188,132,108,132,10205
GB40630,0,0,0,0,0,0,153
GB40631,0,0,0,0,0,0,231
GB40632,0,0,0,0,0,0,276
GB40633,0,0,0,2,0,0,231
GB40634,114,94,112,108,130,120,4558
GB40635,24,104,98,58,1620,864,1176
GB40636,0,0,0,0,0,0,174
GB40637,332,282,268,312,290,196,1407
GB40638,166,170,154,190,256,234,1289
GB40639,2,2,2,2,4,2,1005
GB40640,3314,2594,2720,2092,1968,2116,9787
GB40645,2,2,0,0,2,2,369
GB40646,0,2,2,2,0,2,255
GB40649,0,0,0,0,0,0,171
GB40650,0,0,0,0,0,0,279
GB40651,2,2,0,2,2,2,609
GB40652,320,348,400,384,396,422,4035
GB40653,12498,11988,11778,12790,16730,16286,712
GB40654,1180,1396,1496,1440,1288,1686,2611
GB40655,1736,1850,1784,1398,1622,1260,2600
GB40657,2242,2418,2068,1818,1622,1166,6334
GB40658,0,2,2,2,2,2,2468
GB40659,104,104,42,646,56,180,3217
GB40660,0,0,0,0,0,0,135
GB40661,0,0,2,2,0,2,312
GB40662,524,370,384,312,290,374,9527
GB40664,0,0,0,0,0,0,1359
GB40665,0,2,0,2,0,0,2160
GB40666,0,2,0,0,2,2,2185
GB40667,2,0,0,0,0,2,1513
GB40668,0,0,0,2,2,2,885
GB40669,2,2,0,2,2,0,1331
GB40670,1644,926,1060,640,604,360,6773
GB40671,1130,1314,1220,1024,932,766,5295
GB40672,312,346,340,306,304,280,3286
GB40673,9644,9972,10554,17236,18088,23426,1264
GB40674,1052,1540,1428,1168,1152,1192,2869
GB40676,842,602,716,808,886,804,4087
GB40677,1262,874,794,902,972,826,13111
GB40679,0,0,0,0,0,0,258
GB40680,6,6,4,8,6,4,2022
GB40681,632,456,346,2654,618,1684,2016
GB40682,0,2,2,0,2,2,1273
GB40683,2,2,0,0,2,2,432
GB40684,52,80,72,124,194,126,3381
GB40685,0,0,0,0,0,0,201
GB40686,656,686,742,568,582,622,11291
GB40691,100,142,126,132,102,126,2202
GB40692,0,0,0,0,0,2,312
GB40693,614,380,474,262,176,196,9006
GB40695,0,0,0,0,0,0,431
GB40696,0,0,0,0,0,0,153
GB40697,0,0,0,0,0,0,808
GB40698,0,0,0,0,0,0,153
GB40699,2,2,2,4,8,2,1023
GB40700,2008,1544,1572,822,1248,1072,5307
GB40702,0,0,0,0,0,2,225
GB40703,3752,2072,1594,2358,3542,838,7140
GB40704,8,6,8,12,6,36,2274
GB40705,210,204,206,234,214,206,2550
GB40706,568,556,584,572,556,496,3333
GB40707,30,22,28,32,36,32,1121
GB40708,1790,1340,1790,2430,4810,3924,1681
GB40709,0,0,0,0,0,0,165
GB40710,2,2,6,4,4,2,1147
GB40711,9150,7928,8678,9840,11568,10578,3119
GB40712,306,394,360,350,394,410,1948
GB40713,5786,4176,6528,22148,33710,49228,1294
GB40714,72,126,100,34,88,42,2557
GB40715,4,6,6,6,8,6,702
GB40716,294,262,252,420,660,614,1725
GB40717,372,408,330,306,266,234,1148
GB40718,8454,10960,8540,8236,11084,7656,2159
GB40719,174,172,178,142,132,136,5147
GB40720,628,586,554,552,584,460,2055
GB40721,2,0,0,0,0,0,150
GB40722,1172,1474,1246,1288,1566,1374,1893
GB40724,0,2,2,2,0,0,210
GB40726,14,10,14,10,16,14,1609
GB40727,90,84,112,156,264,276,1457
GB40728,634,482,760,176,142,804,1693
GB40730,0,2,0,0,2,0,1514
GB40731,62,36,36,38,46,22,3156
GB40732,4,2,4,4,4,2,1508
GB40733,170,228,290,248,198,248,3965
GB40734,26,120,16,50,106,100,1945
GB40735,12772,15778,13542,22334,37168,52670,2990
GB40736,0,0,0,0,0,0,93
GB40737,0,0,0,0,0,0,579
GB40738,0,0,0,0,2,0,78
GB40739,84,52,50,70,64,78,4909
GB40741,676,502,568,462,474,426,5219
GB40743,0,0,2,2,2,0,219
GB40744,978,962,908,924,848,768,4379
GB40745,68,80,74,104,170,180,1016
GB40746,8748,12000,8884,8472,10108,7198,2026
GB40747,602,910,544,528,738,468,2180
GB40748,340,512,470,426,472,508,1916
GB40749,2,0,0,4,2,2,1159
GB40750,3518,3206,3148,3266,2624,2560,2482
GB40751,6,4,8,4,2,4,2571
GB40752,26,14,12,26,16,16,1923
GB40754,20,8,16,12,10,16,1890
GB40755,0,0,0,0,0,0,261
GB40756,46,12,16,34,6,8,1770
GB40757,4,2,2,2,2,4,884
GB40758,2010,1052,1060,2712,5998,4940,1794
GB40760,756,700,664,834,1074,1002,1576
GB40761,982,724,1174,1212,1206,2212,9335
GB40765,1876,1600,1624,1538,1612,1568,5030
GB40766,994,1060,1092,988,828,970,9991
GB40767,1172,1536,1636,1820,1334,2102,3159
GB40768,4,4,2,8,4,4,906
GB40769,14298,11446,17090,6248,1308,8852,1113
GB40771,904,294,214,306,14,12,3657
GB40772,158,106,166,608,252,854,2609
GB40774,426,506,522,454,322,294,3569
GB40775,2416,3264,2802,2400,2542,2146,2599
GB40776,7288,8710,9234,8472,10100,10988,763
GB40778,180,192,246,238,236,264,1198
GB40779,3636,5930,4362,6436,14614,13108,999
GB40780,504,440,472,506,496,510,1344
GB40781,114,130,118,100,90,58,2030
GB40782,782,1292,1286,906,914,936,2225
GB40783,3460,6092,5014,6266,8746,11176,2186
GB40784,116,152,160,170,186,204,1673
GB40785,404,306,310,536,766,590,1765
GB40787,52,22,24,54,16,20,2509
GB40789,6,2,2,4,2,2,873
GB40791,2,2,2,8,2,4,3018
GB40792,0,0,0,0,0,0,334
GB40794,192,186,256,102,96,84,7130
GB40795,826,910,950,962,1088,1148,904
GB40796,328,398,420,360,382,378,4800
GB40798,382,352,282,276,332,232,1750
GB40799,654,706,624,646,670,502,2643
GB40800,544,612,652,756,884,1180,1050
GB40801,416,582,620,604,748,876,1083
GB40802,402,468,426,412,362,324,2792
GB40803,10,12,14,6,4,10,3374
GB40804,310,316,368,368,318,390,2414
GB40805,4974,1646,7160,10594,2830,11318,3675
GB40807,188,202,268,266,258,298,2151
GB40808,10766,6718,7156,10126,10120,9676,11950
